model_answer,serial_number
"{""columns"":[""ALLERGY "",""ALCOHOL CONSUMING"",""GENDER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",162
"{""columns"":[""Brazil""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",163
"{""columns"":[""Kit Number""],""methods"":[""Mode""]}",164
"{""columns"":[""TV Ad Budget ($)"",""Sales ($)""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",165
"{""columns"":[""Pstatus"",""guardian""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",166
"{""columns"":[""Myanmar""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",167
"{""columns"":[""Price""],""methods"":[""Range""]}",168
"{""columns"":[""Philippines"",""China""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",169
"{""columns"":[""Medu""],""methods"":[""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",170
"{""columns"":[""sex"",""famsup"",""school""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",171
"{""columns"":[""HS-101""],""methods"":[""Descriptive Statistics: Mode""]}",172
"{""columns"":[""Gender"",""IsActiveMember""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",173
"{""columns"":[""SHORTNESS OF BREATH"",""LUNG_CANCER"",""YELLOW_FINGERS""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",174
"{""columns"":[""F2020""],""methods"":[""Skewness""]}",175
"{""columns"":[""writing score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Kolmogorov-Smirnov Test""]}",176
"{""columns"":[""Number of trees sold"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",177
"{""columns"":[""imdb_score""],""methods"":[""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",178
"{""columns"":[""Total Library Visitors"",""Total Computer Usage (Wireless + PC Sessions)""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",179
"{""columns"":[""Total Library Visitors""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",180
"{""columns"":[""New Cardholders""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",181
"{""columns"":[""Heart Rate""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",182
"{""columns"":[""GDP""],""methods"":[""Range""]}",183
"{""columns"":[""mileage(kmpl)""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",184
"{""columns"":[""Total"",""Height_m""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",185
"{""columns"":[""Japan"",""China""],""methods"":[""Kolmogorov-Smirnov Test""]}",186
"{""columns"":[""Review #""],""methods"":[""Kurtosis""]}",187
"{""columns"":[""adjusted_satisfaction"",""std_satisfaction""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",188
"{""columns"":[""MAR""],""methods"":[""Median""]}",189
"{""columns"":[""higher"",""internet""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",190
"{""columns"":[""Pakistan"",""China"",""Year""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",191
"{""columns"":[""paid"",""nursery"",""sex""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",192
"{""columns"":[""experience_level"",""company_size""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",193
"{""columns"":[""Sex"",""Transportation""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",194
"{""columns"":[""writing score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",195
"{""columns"":[""age""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",196
"{""columns"":[""Number of trees sold"",""Average Tree Price""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",197
"{""columns"":[""Number of Ratings"",""Rating""],""methods"":[""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",198
"{""columns"":[""income_inequality""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",199
"{""columns"":[""Vietnam"",""China""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",200
"{""columns"":[""internet"",""romantic"",""sex""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",201
"{""columns"":[""Age"",""Balance""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",202
"{""columns"":[""heart_disease"",""work_type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",203
"{""columns"":[""Year"",""Number of trees sold"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",204
"{""columns"":[""Myanmar"",""China""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",205
"{""columns"":[""HP"",""Attack"",""Defense"",""Sp_Atk"",""Sp_Def"",""Speed""],""methods"":[""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",206
"{""columns"":[""freetime"",""Walc""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test"",""Variance Test: F-Test for Variance""]}",207
"{""columns"":[""Research Environment Score""],""methods"":[""Skewness""]}",208
"{""columns"":[""Review""],""methods"":[""Mean""]}",209
"{""columns"":[""SHORTNESS OF BREATH"",""LUNG_CANCER"",""ALLERGY ""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",210
"{""columns"":[""CHRONIC DISEASE"",""SHORTNESS OF BREATH"",""YELLOW_FINGERS""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",211
"{""columns"":[""std_satisfaction"",""happyScore""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",212
"{""columns"":[""absences""],""methods"":[""Standard Deviation""]}",213
"{""columns"":[""activities"",""higher"",""address""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",214
"{""columns"":[""Japan""],""methods"":[""Quartile""]}",215
"{""columns"":[""Nigeria"",""Myanmar""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",216
"{""columns"":[""ExerciseAngina"",""HeartDisease""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",217
"{""columns"":[""PEER_PRESSURE"",""FATIGUE ""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",218
"{""columns"":[""FCVC""],""methods"":[""Median""]}",219
"{""columns"":[""Teenhome"",""NumStorePurchases""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test"",""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",220
"{""columns"":[""max_power(bhp)""],""methods"":[""Quartile""]}",221
"{""columns"":[""Total"",""Weight_kg""],""methods"":[""Range"",""Quartile"",""Standard Deviation"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",222
"{""columns"":[""Pr_Male""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",223
"{""columns"":[""Attack method: Armed Assault""],""methods"":[""Quartile""]}",224
"{""columns"":[""Average Tree Price""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",225
"{""columns"":[""age""],""methods"":[""Standard Deviation"",""Range""]}",226
"{""columns"":[""Death Age : 11-20 ""],""methods"":[""Quartile""]}",227
"{""columns"":[""Overall"",""Special""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",228
"{""columns"":[""freetime"",""Walc""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",229
"{""columns"":[""CHEST PAIN"",""LUNG_CANCER"",""WHEEZING""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",230
"{""columns"":[""Body Type"",""Real Face""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",231
"{""columns"":[""International Outlook"",""Research Environment Score""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",232
"{""columns"":[""goout""],""methods"":[""Mean""]}",233
"{""columns"":[""North America""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",234
"{""columns"":[""Pakistan"",""Indonesia""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",235
"{""columns"":[""WHEEZING"",""COUGHING""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",236
"{""columns"":[""Total"",""HP""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",237
"{""columns"":[""FastingBS"",""RestingECG""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",238
"{""columns"":[""GRE Score"",""Chance of Admit ""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",239
"{""columns"":[""type"",""age_certification""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",240
"{""columns"":[""Price""],""methods"":[""Mean""]}",241
"{""columns"":[""Death Age 100+""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",242
"{""columns"":[""Terrorism deaths"",""Attack method: Hostage Taking (Kidnapping)""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",243
"{""columns"":[""Terrorist Death Type : Killed"",""Attack method: Unarmed Assault"",""Attack method: Assassination""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",244
"{""columns"":[""school"",""Fjob""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",245
"{""columns"":[""Walc"",""G3"",""freetime""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Pearson Correlation Coefficient"",""Kendall Correlation Coefficient""]}",246
"{""columns"":[""income_inequality"",""happyScore""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",247
"{""columns"":[""Sales""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",248
"{""columns"":[""AcceptedCmp4"",""Response""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",249
"{""columns"":[""NumWebPurchases"",""MntMeatProducts"",""MntWines""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",250
"{""columns"":[""DEC""],""methods"":[""Quartile""]}",251
"{""columns"":[""Number of trees sold"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",252
"{""columns"":[""AGE""],""methods"":[""Skewness""]}",253
"{""columns"":[""Number of trees sold"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",254
"{""columns"":[""Teenhome"",""MntFruits""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test""]}",255
"{""columns"":[""Generation"",""Color""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",256
"{""columns"":[""Gender"",""Education Level""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",257
"{""columns"":[""Age"",""BMI""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",258
"{""columns"":[""CHEST PAIN"",""LUNG_CANCER"",""ALCOHOL CONSUMING""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",259
"{""columns"":[""CH2O""],""methods"":[""Descriptive Statistics: Kurtosis""]}",260
"{""columns"":[""FAVC"",""NObeyesdad""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",261
"{""columns"":[""Mjob"",""guardian""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",262
"{""columns"":[""age"",""Dalc""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",263
"{""columns"":[""math score""],""methods"":[""Range""]}",264
"{""columns"":[""median_income"",""GDP""],""methods"":[""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",265
"{""columns"":[""Thailand"",""India"",""Year""],""methods"":[""Descriptive Statistics: Mean"",""Descriptive Statistics: Median"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Descriptive Statistics: Standard Deviation"",""Variance Test: F-Test for Variance"",""Variance Test: Bartlett Test"",""Variance Test: Levene Test"",""Variance Test: Mood Variance Test""]}",266
"{""columns"":[""school"",""famsup""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",267
"{""columns"":[""CHRONIC DISEASE"",""LUNG_CANCER"",""GENDER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",268
"{""columns"":[""ChestPainType"",""ExerciseAngina""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",269
"{""columns"":[""Attack method: Hijacking"",""Death Age : 11-20 ""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",270
"{""columns"":[""Exercise Intensity""],""methods"":[""Descriptive Statistics: Mode""]}",271
"{""columns"":[""Age""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",272
"{""columns"":[""Number of trees sold"",""Average Tree Price""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",273
"{""columns"":[""Sp_Atk"",""Height_m""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient"",""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",274
"{""columns"":[""Terrorism deaths""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",275
