extracted_answer,serial_number
"{
  ""columns"": [""Average Tree Price""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",785
"{
  ""columns"": [""Gender"", ""SMOKE""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",786
"{
  ""columns"": [""YELLOW_FINGERS"", ""WHEEZING"", ""LUNG_CANCER""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",787
"{
  ""columns"": [""Newspaper Ad Budget ($)""],
  ""methods"": [""Mean"", ""Median"", ""Mode""]
}",788
"{
  ""columns"": [""nursery"", ""internet"", ""paid""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",789
"{""columns"": [""Philippines""], ""methods"": [""Quartile""]}",790
"{
  ""columns"": [""work_year"", ""salary""],
  ""methods"": [""Range""]
}",791
"{""columns"": [""SOP""], ""methods"": [""Standard Deviation""]}",792
"{
  ""columns"": [""Real Face""],
  ""methods"": [""Mode""]
}",793
"{
  ""columns"": [""Speed""],
  ""methods"": [""Kurtosis""]
}",794
"{""columns"": [""avg_glucose_level"", ""bmi""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",795
"{
  ""columns"": [""Pr_Male""],
  ""methods"": [""Quartile""]
}",796
"{""columns"": [""GRE Score""], ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Skewness"", ""Kurtosis""]}",797
"{
  ""columns"": [""Average Tree Price"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",798
"{""columns"": [""adjusted_satisfaction""], ""methods"": [""Skewness""]}",799
"{
  ""columns"": [""Japan""],
  ""methods"": [""Skewness""]
}",800
"{
  ""columns"": [""SMOKING"", ""CHEST PAIN"", ""GENDER""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",801
"{
  ""columns"": [""MaxHR""],
  ""methods"": [""Median""]
}",802
"{""columns"": [""Total eMedia Circulation"", ""Total Computer Usage (Wireless + PC Sessions)""], ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",803
"{
  ""columns"": [""guardian"", ""higher""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",804
"{""columns"": [""Number of trees sold"", ""Average Tree Price""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",805
"{
  ""columns"": [""age"", ""traveltime""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",806
"{
  ""columns"": [""ever_married"", ""stroke""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",807
"{
  ""columns"": [""freetime""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",808
"{
  ""columns"": [""Preferred Foot"", ""Body Type""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",809
"{
  ""columns"": [""TV Ad Budget ($)""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Anderson-Darling Test""]
}",810
"{
  ""columns"": [""ST_Slope"", ""ChestPainType""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",811
"{
  ""columns"": [""Sex"", ""Grade""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",812
"{
  ""columns"": [""Sports_activity"", ""Project_work"", ""Additional_Work""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",813
"{
  ""columns"": [""NumDealsPurchases""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",814
"{
  ""columns"": [""Work Rate"", ""Real Face""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",815
"{""columns"": [""Total eMedia Circulation"", ""# of Attendees at Children's and Teen Programming""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",816
"{
  ""columns"": [""MntWines""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",817
"{
  ""columns"": [""Attack method: Armed Assault"", ""Death Age 100+"", ""Attack method: Hostage Taking (Barricade Incident)""],
  ""methods"": [""Partial Correlation Coefficient""]
}",818
"{
  ""columns"": [""age"", ""G1""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",819
"{
  ""columns"": [""age"", ""avg_glucose_level""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",820
"{
  ""columns"": [""United States"", ""Indonesia""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",821
"{
  ""columns"": [""imdb_score"", ""imdb_votes""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",822
"{
  ""columns"": [""Year"", ""Terrorism deaths"", ""Attack method: Assassination""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",823
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",824
"{
  ""columns"": [""family_history_with_overweight"", ""FAVC""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",825
"{
  ""columns"": [""newyorkretail""],
  ""methods"": [""Standard Deviation""]
}",826
"{""columns"": [""Cholesterol""], ""methods"": [""Standard Deviation""]}",827
"{
  ""columns"": [""NumOfProducts"", ""EstimatedSalary""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",828
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",829
"{
  ""columns"": [""WHEEZING"", ""SHORTNESS OF BREATH"", ""PEER_PRESSURE""],
  ""methods"": [""Mantel-Haenszel Test""]
}",830
"{
  ""columns"": [""Duration"", ""BMI""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",831
"{
  ""columns"": [""MntFishProducts"", ""NumStorePurchases""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",832
"{
  ""columns"": [""Pstatus"", ""higher"", ""address""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",833
"{
  ""columns"": [""MntGoldProds"", ""MntFruits"", ""Recency""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",834
"{
  ""columns"": [""CH2O""],
  ""methods"": [""Skewness""]
}",835
"{
  ""columns"": [""Walc"", ""failures"", ""studytime""],
  ""methods"": [""Partial Correlation Coefficient""]
}",836
"{
  ""columns"": [""G2"", ""absences"", ""age""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",837
"{
  ""columns"": [""freetime"", ""G3"", ""Medu""],
  ""methods"": [""Partial Correlation Coefficient""]
}",838
"{""columns"": [""Calories Burn"", ""Dream Weight""], ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",839
"{
  ""columns"": [""WHEEZING"", ""LUNG_CANCER""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",840
"{""columns"": [""Research Quality Score"", ""Industry Score""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test"", ""Mood Variance Test""]}",841
"{
  ""columns"": [""studytime""],
  ""methods"": [""Kurtosis""]
}",842
"{""columns"": [""Brand""], ""methods"": [""Mode""]}",843
"{
  ""columns"": [""DEC""],
  ""methods"": [""Quartile""]
}",844
"{
  ""columns"": [""sex"", ""internet""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",845
"{
  ""columns"": [""Recency"", ""NumCatalogPurchases""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",846
"{
  ""columns"": [""ChestPainType"", ""HeartDisease""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",847
"{
  ""columns"": [""torque(Nm)""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",848
"{
  ""columns"": [""Weight""],
  ""methods"": [""Standard Deviation""]
}",849
"{
  ""columns"": [""hypertension"", ""work_type""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",850
"{
  ""columns"": [""math score""],
  ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]
}",851
"{
  ""columns"": [""Special""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",852
"{
  ""columns"": [""HP"", ""Catch_Rate""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",853
"{
  ""columns"": [""famsup"", ""activities""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",854
"{
  ""columns"": [""Nigeria"", ""Myanmar""],
  ""methods"": [""F-Test for Variance""]
}",855
"{
  ""columns"": [""Cholesterol""],
  ""methods"": [""Median""]
}",856
"{""columns"": [""Year"", ""Nigeria"", ""Japan""], ""methods"": [""F-Test for Variance""]}",857
"{
  ""columns"": [""Mjob"", ""guardian""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",858
"{
  ""columns"": [""Death Age : 6-10"", ""Attack method: Armed Assault"", ""Attack method: Hostage Taking (Barricade Incident)""],
  ""methods"": [""Partial Correlation Coefficient""]
}",859
"{
  ""columns"": [""# of Individuals Assisted in Pursuing Citizenship"", ""# of Attendees at Children's and Teen Programming""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",860
"{
  ""columns"": [""International Outlook""],
  ""methods"": [""Median""]
}",861
"{""columns"": [""Brazil""], ""methods"": [""Shapiro-Wilk Test of Normality""]}",862
"{
  ""columns"": [""Attack method: Hijacking""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",863
"{""columns"": [""X3 distance to the nearest MRT station"", ""Y house price of unit area""], ""methods"": [""Levene Test"", ""F-Test for Variance"", ""Bartlett Test""]}",864
"{
  ""columns"": [""Sp_Def"", ""Height_m""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",865
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",866
"{
  ""columns"": [""Overall"", ""Height""],
  ""methods"": [""Standard Deviation"", ""Range"", ""Variance Test""]
}",867
"{
  ""columns"": [""Death Age : 6-10"", ""Attack method: Armed Assault"", ""Terrorist attacks""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",868
"{
  ""columns"": [""engine(cc)"", ""price(in lakhs)""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",869
"{
  ""columns"": [""ANXIETY"", ""ALCOHOL CONSUMING""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",870
"{""columns"": [""avg_income"", ""happyScore""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",871
"{
  ""columns"": [""averagespread""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",872
"{""columns"": [""Bathrooms""], ""methods"": [""Mean"", ""Median"", ""Mode""]}",873
"{
  ""columns"": [""AUG"", ""ANU""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",874
"{
  ""columns"": [""math score""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",875
"{
  ""columns"": [""FAF"", ""Age"", ""NCP""],
  ""methods"": [""Partial Correlation Coefficient""]
}",876
"{
  ""columns"": [""mileage(kmpl)"", ""engine(cc)""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",877
"{
  ""columns"": [""Brazil""],
  ""methods"": [""Median""]
}",878
"{
  ""columns"": [""Philippines"", ""Myanmar""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",879
"{
  ""columns"": [""EstimatedSalary""],
  ""methods"": [""Quartile""]
}",880
"{
  ""columns"": [""Total Computer Usage (Wireless + PC Sessions)"", ""# of Homeless Individuals Served at The Source""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",881
"{
  ""columns"": [""Sp_Def"", ""Weight_kg""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",882
"{
  ""columns"": [""age""],
  ""methods"": [""Kurtosis""]
}",883
"{
  ""columns"": [""age"", ""studytime""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",884
"{
  ""columns"": [""GENDER"", ""COUGHING""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",885
"{
  ""columns"": [""Death Age : 6-10""],
  ""methods"": [""Quartile""]
}",886
"{
  ""columns"": [""studytime""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",887
"{
  ""columns"": [""ME-107""],
  ""methods"": [""Mode""]
}",888
"{
  ""columns"": [""Preferred Foot"", ""Kit Number""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",889
"{
  ""columns"": [""AcceptedCmp2"", ""Response""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",890
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",891
"{""columns"": [""Average Tree Price"", ""Sales""], ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",892
"{
  ""columns"": [""imdb_votes""],
  ""methods"": [""Median""]
}",893
"{
  ""columns"": [""Terrorism deaths"", ""Death Age : 21-50""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",894
"{
  ""columns"": [""Myanmar"", ""China""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",895
"{
  ""columns"": [""avg_income"", ""happyScore""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",896
"{""columns"": [""India""], ""methods"": [""Mean""]}",897
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",898
"{""columns"": [""New Cardholders""], ""methods"": [""Standard Deviation""]}",899
"{
  ""columns"": [""Number of Ratings""],
  ""methods"": [""Quartile"", ""Shapiro-Wilk Test of Normality""]
}",900
"{""columns"": [""Number of Ratings""], ""methods"": [""Skewness"", ""Kolmogorov-Smirnov Test for Normality""]}",901
"{
  ""columns"": [""goout""],
  ""methods"": [""Mean""]
}",902
"{
  ""columns"": [""work_setting"", ""company_size""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",903
"{
  ""columns"": [""CGPA""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",904
"{""columns"": [""SOP"", ""CGPA""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",905
"{
  ""columns"": [""address"", ""higher"", ""sex""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",906
"{
  ""columns"": [""paid"", ""higher"", ""famsup""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",907
"{
  ""columns"": [""Body Type"", ""Preferred Foot""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",908
"{
  ""columns"": [""Heart Rate""],
  ""methods"": [""Quartile"", ""Descriptive Statistics""]
}",909
"{""columns"": [""Japan"", ""Philippines""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",910
"{
  ""columns"": [""schoolsup"", ""higher"", ""Pstatus""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",911
"{
  ""columns"": [""X2 house age""],
  ""methods"": [
    ""Shapiro-Wilk Test of Normality"",
    ""Kolmogorov-Smirnov Test for Normality"",
    ""Lilliefors Test"",
    ""Anderson-Darling Test""
  ]
}",912
"{
  ""columns"": [""NumWebPurchases"", ""MntMeatProducts"", ""Income""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",913
"{""columns"": [""Bathrooms"", ""Price""], ""methods"": [""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Skewness""]}",914
"{
  ""columns"": [""Death Age 100+""],
  ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]
}",915
"{
  ""columns"": [""Japan""],
  ""methods"": [""Mean""]
}",916
"{
  ""columns"": [""failures"", ""goout""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",917
"{
  ""columns"": [""higher"", ""internet"", ""famsize""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",918
"{
  ""columns"": [""BMI"", ""Age"", ""Dream Weight""],
  ""methods"": [""Partial Correlation Coefficient""]
}",919
"{
  ""columns"": [""G2"", ""Walc"", ""goout""],
  ""methods"": [""Partial Correlation Coefficient""]
}",920
"{
  ""columns"": [""SMOKING"", ""SHORTNESS OF BREATH""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",921
"{
  ""columns"": [""FATIGUE "", ""ALCOHOL CONSUMING"", ""GENDER""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",922
"{
  ""columns"": [""Attack method: Unarmed Assault""],
  ""methods"": [""Sum""]
}",923
"{
  ""columns"": [""WHEEZING"", ""CHEST PAIN"", ""YELLOW_FINGERS""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",924
"{
  ""columns"": [""Weight_kg""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",925
"{
  ""columns"": [""imdb_score""],
  ""methods"": [""Kurtosis""]
}",926
"{
  ""columns"": [""mileage(kmpl)"", ""engine(cc)""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",927
"{
  ""columns"": [""famsize"", ""internet"", ""address""],
  ""methods"": [""Chi-square Independence Test""]
}",928
"{
  ""columns"": [""work_year""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",929
"{
  ""columns"": [""APR""],
  ""methods"": [""Range"", ""Quartile"", ""Standard Deviation"", ""Variance Test""]
}",930
"{
  ""columns"": [""Nigeria"", ""Indonesia""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",931
"{
  ""columns"": [""writing score""],
  ""methods"": [""Standard Deviation""]
}",932
"{
  ""columns"": [""bmi""],
  ""methods"": [""Quartile"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",933
"{
  ""columns"": [""Attack method: Hostage Taking (Kidnapping)"", ""Death Age : 6-10"", ""Terrorist attacks""],
  ""methods"": [""Partial Correlation Coefficient""]
}",934
"{
  ""columns"": [""G3"", ""Walc"", ""traveltime""],
  ""methods"": [""Partial Correlation Coefficient""]
}",935
"{
  ""columns"": [""Age"", ""NCP""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",936
"{
  ""columns"": [""Myanmar"", ""Thailand""],
  ""methods"": [""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",937
"{""columns"": [""Actual Weight"", ""Duration""], ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",938
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",939
"{
  ""columns"": [""freetime"", ""goout""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",940
"{""columns"": [""income_inequality"", ""happyScore""], ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",941
"{
  ""columns"": [""Pstatus"", ""guardian""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",942
"{
  ""columns"": [""Total Program Attendees"", ""Total Computer Usage (Wireless + PC Sessions)""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",943
"{
  ""columns"": [""Radio Ad Budget ($)""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",944
"{
  ""columns"": [""COUGHING"", ""LUNG_CANCER"", ""ALCOHOL CONSUMING""],
  ""methods"": [""Mantel-Haenszel Test""]
}",945
"{
  ""columns"": [""Overall"", ""Weight""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",946
"{
  ""columns"": [""Review #""],
  ""methods"": [""Quartile""]
}",947
"{
  ""columns"": [""RestingECG"", ""HeartDisease""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",948
"{""columns"": [""Years of Experience""], ""methods"": [""Kurtosis""]}",949
"{""columns"": [""JUN""], ""methods"": [""Kurtosis""]}",950
"{
  ""columns"": [""ever_married"", ""smoking_status""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",951
"{
  ""columns"": [""famsup"", ""higher"", ""sex""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",952
"{
  ""columns"": [""Total Computer Usage (Wireless + PC Sessions)""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test"", ""Skewness"", ""Kurtosis""]
}",953
"{
  ""columns"": [""Recency"", ""MntMeatProducts""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",954
"{
  ""columns"": [""Kidhome"", ""MntSweetProducts"", ""Income""],
  ""methods"": [""Partial Correlation Coefficient""]
}",955
"{
  ""columns"": [""Education Level"", ""Job Title""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",956
"{
  ""columns"": [""Brazil"", ""Vietnam""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",957
"{
  ""columns"": [""Wage"", ""Overall"", ""Age""],
  ""methods"": [""Partial Correlation Coefficient""]
}",958
"{
  ""columns"": [""TV Ad Budget ($)""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Anderson-Darling Test""]
}",959
"{
  ""columns"": [""Thailand"", ""Bangladesh""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",960
"{
  ""columns"": [""Age"", ""Height""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",961
"{
  ""columns"": [""Dalc"", ""Walc""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",962
"{""columns"": [""Philippines"", ""Myanmar""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",963
"{
  ""columns"": [""North America""],
  ""methods"": [""Median""]
}",964
"{
  ""columns"": [""Total Library Visitors""],
  ""methods"": [""Kurtosis""]
}",965
"{
  ""columns"": [""Height"", ""FCVC""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",966
"{""columns"": [""Thailand"", ""Vietnam""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",967
"{
  ""columns"": [""isLegendary"", ""hasGender""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",968
"{
  ""columns"": [""Education"", ""Response""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",969
"{
  ""columns"": [""Dalc""],
  ""methods"": [""Range""]
}",970
"{
  ""columns"": [""median_income"", ""happyScore""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",971
"{
  ""columns"": [""Death Age 100+""],
  ""methods"": [""Mean"", ""Median"", ""Mode""]
}",972
"{
  ""columns"": [""ExerciseAngina"", ""ST_Slope""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",973
"{""columns"": [""Hours Viewed""], ""methods"": [""Kurtosis""]}",974
"{
  ""columns"": [""Cholesterol""],
  ""methods"": [""Range""]
}",975
"{
  ""columns"": [""address"", ""reason""],
  ""methods"": [""Chi-square Independence Test""]
}",976
"{
  ""columns"": [""Potential""],
  ""methods"": [""Median""]
}",977
"{
  ""columns"": [""Age"", ""Height""],
  ""methods"": [""Standard Deviation"", ""Range"", ""Variance Test""]
}",978
"{
  ""columns"": [""# of Individuals Assisted in Pursuing Citizenship""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",979
"{
  ""columns"": [""address"", ""paid""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",980
"{
  ""columns"": [""studytime"", ""failures""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",981
"{""columns"": [""avg_satisfaction"", ""std_satisfaction""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",982
