extracted_answer,serial_number,task,results,relevant_column,ground_truth,dataset,refined_question,difficulty,methods_comparison_result,columns_comparison_result,methods_score,columns_score,selection_overall
"{
  ""columns"": [""studytime"", ""health"", ""age""],
  ""methods"": [""Partial Correlation Coefficient""]
}",31,Correlation Analysis,"[{""method"": ""Partial Correlation Coefficient"", ""result"": ""{\""coefficient\"": -0.05651, \""p value\"": 0.15075}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""studytime"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""health"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""age"", ""is_strata"": false, ""is_control"": true}]","{""columns"": [""studytime"", ""health"", ""age""], ""methods"": [""Partial Correlation Coefficient""]}",Student Performance Prediction Dataset,What is the relationship between studytime and health after accounting for age?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{""columns"": [""TV Ad Budget ($)"", ""Sales ($)""], ""methods"": [""Mann-Whitney U Test"", ""Kolmogorov-Smirnov Test""]}",32,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Distribution significantly different""}]","[{""column_header"": ""TV Ad Budget ($)"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Sales ($)"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""TV Ad Budget ($)"", ""Sales ($)""], ""methods"": [""Kolmogorov-Smirnov Test""]}",Advertising Budget and Sales Dataset,Is there a significant difference in the distribution profiles of the budget allocated for TV advertising and the revenue generated from sales?,easy,"{""Correct"": 1, ""Wrong"": 1, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""NumWebPurchases"", ""MntMeatProducts"", ""MntSweetProducts""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",33,Correlation Analysis,"[{""method"": ""Partial Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.13925, \""p value\"": 0.0}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""NumWebPurchases"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""MntMeatProducts"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""MntSweetProducts"", ""is_strata"": false, ""is_control"": true}]","{""columns"": [""NumWebPurchases"", ""MntMeatProducts"", ""MntSweetProducts""], ""methods"": [""Partial Correlation Coefficient""]}",Customer Personality Analysis Dataset,"What is the nature of the relationship between the number of purchases made through the company’s website (NumWebPurchases) and the amount spent on meat in the last 2 years (MntMeatProducts), taking into account the amount spent on sweets in the last 2 years (MntSweetProducts)?",easy,"{""Correct"": 0, ""Wrong"": 3, ""Missed"": 1}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Dream Weight"", ""Heart Rate""],
  ""methods"": [""Kolmogorov-Smirnov Test"", ""Mood Variance Test""]
}",34,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Distribution significantly different""}]","[{""column_header"": ""Dream Weight"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Heart Rate"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Dream Weight"", ""Heart Rate""], ""methods"": [""Kolmogorov-Smirnov Test""]}",Exercise and Fitness Metrics Dataset,Is there a significant difference in the distribution profiles of desired weight and heart rate?,easy,"{""Correct"": 1, ""Wrong"": 1, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Pakistan"", ""Brazil""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",35,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.0, \""p value\"": 1.0}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 0.00491, \""p value\"": 0.94643}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Bartlett Test"", ""result"": ""{\""stat\"": 0.15097, \""p value\"": 0.69761}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""F-Test for Variance"", ""result"": ""{\""stat\"": 7.62147, \""p value\"": 0.03282}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""Pakistan"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Brazil"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Pakistan"", ""Brazil""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",Crop Production Dataset,Are the variance characteristics of annual crop production in Pakistan and Brazil similar?,easy,"{""Correct"": 4, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""FastingBS"", ""ChestPainType""],
  ""methods"": [""Chi-square Independence Test""]
}",36,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 3e-05}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""ChestPainType"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""FastingBS"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""ChestPainType"", ""FastingBS""], ""methods"": [""Chi-square Independence Test""]}",Heart Failure Prediction Dataset,How does the frequency of FastingBS vary across different categories of ChestPainType?,hard,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Nigeria"", ""Bangladesh""],
  ""methods"": [""Range"", ""Standard Deviation"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",37,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.0, \""p value\"": 1.0}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 9.66737, \""p value\"": 0.02087}"", ""conclusion"": ""Variance significantly difference between them""}, {""method"": ""Bartlett Test"", ""result"": ""{\""stat\"": 4.94003, \""p value\"": 0.02624}"", ""conclusion"": ""Variance significantly difference between them""}, {""method"": ""F-Test for Variance"", ""result"": ""{\""stat\"": 34.08821, \""p value\"": 0.00111}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""Nigeria"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Bangladesh"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Nigeria"", ""Bangladesh""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",Crop Production Dataset,Are the levels of dispersion in crop production similar between Nigeria and Bangladesh?,easy,"{""Correct"": 4, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Age"", ""Overall""],
  ""methods"": [""Range"", ""Standard Deviation"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",38,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.00059, \""p value\"": 0.99953}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 4351.93, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""Age"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Overall"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Age"", ""Overall""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",FIFA Official Dataset 2023,Is the variability in age comparable to that in overall skill and ability rating?,hard,"{""Correct"": 2, ""Wrong"": 4, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""PEER_PRESSURE"", ""CHEST PAIN""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Chi-square Independence Test""]
}",39,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.12056}"", ""conclusion"": ""Independent""}, {""method"": ""Fisher Exact Test"", ""result"": ""{\""p value\"": 0.10919}"", ""conclusion"": ""Independent""}]","[{""column_header"": ""PEER_PRESSURE"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""CHEST PAIN"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""PEER_PRESSURE"", ""CHEST PAIN""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]}",Lung Cancer Survey Dataset,Is there any correlation between experiencing peer pressure related to smoking and the presence of symptoms of chest pain?,easy,"{""Correct"": 1, ""Wrong"": 2, ""Missed"": 1}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Medu"", ""freetime""],
  ""methods"": [""Chi-square Independence Test""]
}",40,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Distribution significantly different""}]","[{""column_header"": ""Medu"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""freetime"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Medu"", ""freetime""], ""methods"": [""Kolmogorov-Smirnov Test""]}",Student Performance Prediction Dataset,Is there a significant difference in the frequency distribution of mother's education levels and free time after school?,easy,"{""Correct"": 0, ""Wrong"": 1, ""Missed"": 1}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Attack method: Unarmed Assault"", ""Attack method: Armed Assault""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient""]
}",41,Correlation Analysis,"[{""method"": ""Pearson Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.71814}"", ""conclusion"": ""Strongly correlated""}, {""method"": ""Spearman Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.47828}"", ""conclusion"": ""Not strongly correlated""}, {""method"": ""Kendall Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.44523}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""Attack method: Unarmed Assault"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Attack method: Armed Assault"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Attack method: Unarmed Assault"", ""Attack method: Armed Assault""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",Terrorist Attacks Dataset,"Do changes in the frequency of ""Unarmed Assault"" as an attack method correspond to similar changes in the frequency of ""Armed Assault"" as an attack method?",easy,"{""Correct"": 2, ""Wrong"": 0, ""Missed"": 1}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""MntGoldProds""],
  ""methods"": [""Standard Deviation""]
}",42,Descriptive Statistics,"[{""method"": ""Standard Deviation"", ""result"": ""52.15579"", ""conclusion"": ""52.15579""}]","[{""column_header"": ""MntGoldProds"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""MntGoldProds""], ""methods"": [""Standard Deviation""]}",Customer Personality Analysis Dataset,What is the measure of the standard deviation for the amount spent on gold products in the last 2 years?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Sp_Atk"", ""Pr_Male"", ""Attack""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",43,Correlation Analysis,"[{""method"": ""Partial Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.05463, \""p value\"": 0.1665}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""Sp_Atk"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Pr_Male"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Attack"", ""is_strata"": false, ""is_control"": true}]","{""columns"": [""Sp_Atk"", ""Pr_Male"", ""Attack""], ""methods"": [""Partial Correlation Coefficient""]}",Pokedex Dataset,How does the interaction between Base Special Attack (Sp_Atk) and the probability of a Pokemon being male (Pr_Male) change when considering Base Attack?,easy,"{""Correct"": 1, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""reason"", ""activities""],
  ""methods"": [""Chi-square Independence Test""]
}",44,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.00032}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""reason"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""activities"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""reason"", ""activities""], ""methods"": [""Chi-square Independence Test""]}",Student Performance Prediction Dataset,"Does any proof exist of a connection between the reason for selecting this school (classified as proximity to home, school reputation, course preference, or other) and involvement in extracurricular activities?",hard,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""CH2O""],
  ""methods"": [""Quartile""]
}",45,Descriptive Statistics,"[{""method"": ""Quartile"", ""result"": ""\""{'Min': 1.0, 'Q1': 1.5848125, 'Median': 2.0, 'Q3': 2.47742, 'Max': 3.0}\"""", ""conclusion"": ""\""{'Min': 1.0, 'Q1': 1.5848125, 'Median': 2.0, 'Q3': 2.47742, 'Max': 3.0}\""""}]","[{""column_header"": ""CH2O"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""CH2O""], ""methods"": [""Quartile""]}",Obesity or CVD Risk Dataset,How are the daily water consumption values distributed in terms of quartiles?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""ChestPainType"", ""HeartDisease""],
  ""methods"": [""Chi-square Independence Test""]
}",46,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""ChestPainType"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""HeartDisease"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""ChestPainType"", ""HeartDisease""], ""methods"": [""Chi-square Independence Test""]}",Heart Failure Prediction Dataset,"Can different types of chest pain (Typical Angina, Atypical Angina, Non-Anginal Pain, Asymptomatic) affect how heart disease cases are distributed?",hard,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""# of Homeless Individuals Served at The Source""],
  ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]
}",47,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test for Uniform distribution"", ""result"": ""{\""p value\"": 0.82272}"", ""conclusion"": ""Compliance""}]","[{""column_header"": ""# of Homeless Individuals Served at The Source"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""# of Homeless Individuals Served at The Source""], ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]}",Los Angeles Library Monthly Statistics,Could the Uniform distribution accurately represent the number of homeless individuals served at The Source?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""MntGoldProds""],
  ""methods"": [""Standard Deviation""]
}",48,Descriptive Statistics,"[{""method"": ""Standard Deviation"", ""result"": ""52.15579"", ""conclusion"": ""52.15579""}]","[{""column_header"": ""MntGoldProds"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""MntGoldProds""], ""methods"": [""Standard Deviation""]}",Customer Personality Analysis Dataset,"What is the level of variability in gold expenditure over the past two years, as indicated by the standard deviation of the amount spent on gold products (MntGoldProds)?",easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
